luxcar1,55.77257671853705,37.60492686230472,1635919234000
luxcar1,55.773544324799424,37.6251829047852,1635919260000
luxcar1,55.771996143200646,37.63754252392582,1635919290000
luxcar1,55.76696412650096,37.652648725097706,1635919320000
luxcar1,55.76697412650096,37.652748725097706,1635919350000
luxcar1,55.76696412650096,37.652648725097706,1635919380000
luxcar1,55.76425430885205,37.65642527539068,1635919410000
luxcar1,55.76870605225511,37.66947154003912,1635919440000
luxcar1,55.77605998818874,37.68629435498051,1635919470000
luxcar1,55.78496025704828,37.69865397412114,1635919500000
luxcar1,55.79733984395754,37.701743878906306,1635919530000
luxcar1,55.79733984395754,37.701743878906306,1635919535000
luxcar1,55.79733984395754,37.701743878906306,1635919540000
luxcar1,55.79733984395754,37.701743878906306,1635919545000
luxcar1,55.79733984395754,37.701743878906306,1635919550000
luxcar1,55.79733984395754,37.701743878906306,1635919555000
luxcar1,55.79733984395754,37.701743878906306,1635919560000
luxcar1,55.79733984395754,37.701743878906306,1635919565000
luxcar1,55.79733984395754,37.701743878906306,1635919570000
luxcar1,55.79733984395754,37.701743878906306,1635919575000
luxcar1,55.79733984395754,37.701743878906306,1635919580000
luxcar1,55.79733984395754,37.701743878906306,1635919585000
luxcar1,55.79733984395754,37.701743878906306,1635919590000
luxcar1,55.79733984395754,37.701743878906306,1635919595000
